Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Pytanie ENG,Odpowiedź ENG A,Odpowiedź ENG B,Odpowiedź ENG C,Pytanie DE,Odpowiedź DE A,Odpowiedź DE B,Odpowiedź DE C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Nazwa media tłumaczenie migowe (PJM) treść pyt,Nazwa media tłumaczenie migowe (PJM) treść odp A,Nazwa media tłumaczenie migowe (PJM) treść odp B,Nazwa media tłumaczenie migowe (PJM) treść odp C,Nazwa media tłumaczenie migowe (SJM) treść pyt,Nazwa media tłumaczenie migowe (SJM) treść odp A,Nazwa media tłumaczenie migowe (SJM) treść odp B,Nazwa media tłumaczenie migowe (SJM) treść odp C
6941,"Czy zbliżając się do miejsca oznaczonego tym znakiem, powinieneś zmniejszyć prędkość tak, aby nie narazić na niebezpieczeństwo pieszych lub rowerzystów znajdujących się na przejściu lub przejeździe?",,,,"When approaching a place marked with this sign, should you reduce the speed so as not to endanger the safety of pedestrians or cyclists on the pedestrian crossing or level crossing?",,,,"Soll man beim Erreichen einer so ausgeschilderten Stelle die Geschwindigkeit so zu reduzieren, dass die diese Stellen betretenden Fußgänger oder Radfahrer am Fußgängerüberweg bzw. Radüberweg nicht gefährdet werden?",,,,T,7A1103.jpg,PODSTAWOWY,1,PT,P1,,,,,,,,
6942,"Czy zbliżając się do miejsca oznaczonego tym znakiem, powinieneś zmniejszyć prędkość tak, aby nie narazić na niebezpieczeństwo wjeżdżających na nie rowerzystów?",,,,"When you approach a place marked with this sign, should you reduce the speed so as not to endanger the safety of cyclists entering it?",,,,"Soll man beim Erreichen einer so ausgeschilderten Stelle die Geschwindigkeit so zu reduzieren, dass die diese Stellen befahrenden Radfahrer nicht gefährdet werden?",,,,T,7A1104.jpg,PODSTAWOWY,1,PT,P1,,,,,,,,
6943,"Czy ten znak informuje o przejściu dla pieszych, po którym mogą przejeżdżać rowerzyści?",,,,Does this sign inform you of a pedestrian crossing that may be used by cyclists?,,,,"Informiert dieses Zeichen über einen Fußgängerüberweg, über den Radfahrer fahren dürfen?",,,,N,7A1105.jpg,PODSTAWOWY,1,PT,P1,,,,,,,,
6945,Czy dopuszczalna prędkość tramwaju na drodze oznaczonej tym znakiem wynosi 25 km/h?,,,,Is the permissible speed for a tram on the road marked with this sign 25 km/h?,,,,Beträgt die zulässige Höchstgeschwindigkeit der Straßenbahn auf der mit diesem Zeichen ausgeschilderten Straße 25 km/h?,,,,N,7A1107.jpg,PODSTAWOWY,1,PT,P1,,,,,,,,
6946,Czy to ograniczenie prędkości obowiązuje kierującego tramwajem?,,,,Does this speed limit apply to the tram driver?,,,,Gilt diese Geschwindigkeitsbeschränkung für einen Straßenbahnfahrer?,,,,T,7A1108.jpg,PODSTAWOWY,1,PT,P1,,,,,,,,
6948,Czy ten znak zobowiązuje Cię do zatrzymania tramwaju przed zwrotnicą w każdej sytuacji?,,,,Does this sign oblige you to stop the tram before a railroad switch in every situation?,,,,Verpflichtet dieses Zeichen zum Anhalten der Straßenbahn vor der Weiche in jedem Fall?,,,,T,7A1201.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6949,Czy ten znak ostrzega Cię o zwrotnicy wielostronnej?,,,,Does this sign warn you of a multilateral rail switch?,,,,Warnt dieses Zeichen vor einer mehrseitigen Weiche?,,,,N,7A1202.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6950,Czy ten znak zakazuje Ci wjazdu tramwajem na zwrotnicę bez zatrzymania się?,,,,Does this sign forbid you to enter the rail switch without stopping?,,,,Verbietet dieses Zeichen das Befahren der Weiche ohne anzuhalten?,,,,T,7A1203.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6952,"Czy ten znak ostrzega Cię o zbliżaniu się do miejsca, w którym ruch tramwajów jest kierowany za pomocą sygnalizacji świetlnej?",,,,"Does this sign warn you of approaching a place, where tram traffic is directed by traffic lights?",,,,"Warnt das Zeichen vor einer Stelle, wo der Straßenbahnverkehr mit der Lichtampel geregelt wird?",,,,T,7A1205.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6953,"Czy ten znak ostrzega o zbliżaniu się do skrzyżowania, na którym tramwaj wzbudza wydzieloną dla siebie fazę?",,,,"Does this sign inform of a approaching a junction, where the tram induces a phase dedicated for it?",,,,"Warnt das Zeichen vor der kommenden Kreuzung, wo die Straßenbahn ihre Phase einschaltet?",,,,T,7A1206.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6954,Czy ten znak ostrzega o zbliżaniu się do znacznego wzniesienia toru tramwajowego o wartości podanej na znaku?,,,,Does this sign warn of approaching a significant elevation of the tram track by the value provided in the sign?,,,,Warnt das Zeichen vor der kommenden erheblichen Anhöhe des Gleises mit dem auf dem Zeichen genannten Wert?,,,,N,7A1207.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6955,Czy ten znak ostrzega cię o znacznym spadku podłużnym toru tramwajowego o wartości podanej na znaku?,,,,Does this sign inform you of a significant longitudinal drop in the tram track by the value given on the sign?,,,,Warnt das Zeichen vor einer größeren Senkung des Straßenbahngleises mit dem auf dem Zeichen angegebenen Wert?,,,,T,7A1208.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6956,Czy ten znak ostrzega cię o znacznym wzniesieniu toru tramwajowego o wartości podanej na znaku?,,,,Does this sign inform you of a significant elevation of the tram track by the value given on the sign?,,,,Warnt das Zeichen vor der kommenden erheblichen Anhöhe des Gleises mit dem auf dem Zeichen genannten Wert?,,,,T,7A1209.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6957,"Czy ten znak ostrzega cię o zbliżaniu się do skrzyżowania z sygnalizacją świetlną, na którym skręcając podczas jego opuszczania, jesteś obowiązany ustąpić pierwszeństwa uczestnikom ruchu poruszającym się na wprost?",,,,"Does this sign inform you of approaching an intersection with traffic lights, whereby turning upon leaving the intersection, you are obliged to yield the right of way to traffic users going straight ahead?",,,,"Warnt das Zeichen vor der kommenden Kreuzung mit Ampeln, in der beim Abbiegen die Pflicht besteht, die geradeaus fahrenden Verkehrsteilnehmer durchzulassen?",,,,T,7A1210.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6958,Czy ten znak zobowiązuje Cię do zachowania szczególnej ostrożności?,,,,Does this sign oblige you to exercise particular caution?,,,,Verpflichtet das Zeichen zur besonderen Vorsicht?,,,,T,7A1211.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6959,"Czy ten znak, zabrania Ci przekraczania prędkości, określonej na znaku?",,,,Does this sign prohibit you from exceeding the speed limit specified on the sign?,,,,Verbietet das Zeichen die darauf angegebene Geschwindigkeit zu überschreiten?,,,,T,7A1212.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6960,Czy zakaz wyrażony tym znakiem obowiązuje od miejsca jego umieszczenia do najbliższego skrzyżowania dróg?,,,,Is the prohibition expressed by this sign valid from the point of its location to the nearest crossroads?,,,,Gilt das Verbot auf dem Zeichen von seiner Aufstellung bis zur nächsten Kreuzung?,,,,N,7A1213.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6961,Czy zakaz wyrażony tym znakiem obowiązuje od miejsca jego umieszczenia do najbliższego skrzyżowania torów?,,,,Is the prohibition expressed by this sign valid from its location to the nearest rail intersection?,,,,Gilt das Verbot auf dem Zeichen von seiner Aufstellung bis zur nächsten Gleiskreuzung?,,,,T,7A1214.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6962,Czy ten znak zabrania ci wjazdu tramwajem na zwrotnicę dopóki nie zostanie ona odblokowana?,,,,Does this sign prohibit you from entering the rail switch until it is unblocked?,,,,"Verbietet das Zeichen die Einfahrt auf die Weiche, bevor sie entblockiert wird?",,,,N,7A1215.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6963,Czy za tym znakiem możesz jechać z prędkością 20 km/h?,,,,Can you drive at a speed of 20 km/h beyond this sign?,,,,Darf man hinter diesem Zeichen 20 km/h fahren?,,,,T,7A1216.jpg,PODSTAWOWY,3,PT,P2,,,,,,,,
6964,Czy w tej sytuacji masz prawo wjechać za sygnalizator?,,,,"In this situation, are you allowed to enter beyond the signalling device?",,,,Darf man in dieser Situation hinter die Ampel fahren?,,,,T,7A203.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6966,Czy w tej sytuacji masz prawo kontynuować jazdę pomimo braku sygnalizatora tramwajowego?,,,,"In this situation, can you continue driving despite the lack of a tram signalling unit?",,,,"Darf man in dieser Situation fahren, obwohl keine Straßenbahnampel da ist?",,,,T,7A205.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6967,Czy w tej sytuacji wolno Ci skręcić w prawo na skrzyżowaniu?,,,,"In this situation, can you turn right at the intersection?",,,,Darf man in dieser Situation an der Kreuzung rechts fahren?,,,,T,7A206.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6968,Czy widząc ten sygnał możesz skręcić w prawo?,,,,"Seeing this signal, can you turn right?",,,,Darf man in dieser Situation rechts fahren?,,,,N,7A208.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6969,Czy widząc ten sygnał masz prawo skręcić w lewo?,,,,"Seeing this signal, can you turn left?",,,,Darf man bei diesem Signal links fahren?,,,,T,7A209.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6970,Czy widząc ten sygnał masz prawo wjechać za sygnalizator?,,,,"Seeing this signal, do you have the right to enter beyond the signalling unit?",,,,Darf man bei diesem Signal hinter die Ampel fahren?,,,,N,7A210.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6971,"Czy ten sygnał oznacza, że podczas skrętu w lewo nie występuje kolizja z innymi uczestnikami ruchu?",,,,"Does this signal indicate that when turning left, there will be no collision with other traffic users?",,,,"Bedeutet das Signal, dass beim Linksabbiegen keine Kollision mit anderen Verkehrsteilnehmern vorkommt?",,,,T,7A211.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6972,"Czy ten sygnał oznacza, że podczas skrętu w lewo występuje kolizja z innymi uczestnikami ruchu?",,,,Does this signal indicate that when turning left there shall be a collision with other traffic users?,,,,"Bedeutet das Signal, dass beim Linksabbiegen keine Kollision mit anderen Verkehrsteilnehmern vorkommt?",,,,N,7A212.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6973,"Czy kierując tramwajem, masz obowiązek zatrzymać się na sygnał dawany przez umundurowanego policjanta?",,,,"When driving a tram, are you obliged to stop upon a signal given by a police offer?",,,,Soll man als Straßenbahnfahrer wegen dieses Signals von einem uniformierten Polizisten anhalten?,,,,T,7A214.jpg,PODSTAWOWY,2,PT,P3,,,,,,,,
6974,Czy w tej sytuacji masz pierwszeństwo przed samochodem osobowym sygnalizującym zamiar skrętu w lewo?,,,,"In this situation, do you have priority over the passenger car signalling the intention to turn left?",,,,"Haben Sie in dieser Situation Vorfahrt vor dem PkW, welcher links abbiegen möchte?",,,,T,7A3102.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6975,"Czy kierując tramwajem i skręcając w lewo na skrzyżowaniu oznaczonym tym znakiem, masz pierwszeństwo przed pojazdami silnikowymi?",,,,"When driving a tram and turning left at the intersection marked with this sign, do you have priority over motor vehicles?",,,,Haben Sie als Straßenbahnführer beim Linksabbiegen an der mit diesem Zeichen ausgeschilderten Kreuzung Vorrang vor Kraftfahrzeugen?,,,,T,7A3103.jpg,PODSTAWOWY,3,PT,P4,,,,,,,,
6976,"Czy kierując tramwajem i zbliżając się do skrzyżowania oznaczonego tym znakiem, masz obowiązek ustąpić pierwszeństwa pojazdom silnikowym nadjeżdżającym z prawej strony?",,,,"You are driving a tram. Upon approaching an intersection marked with this sign, are you obliged to yield the right of way to motor vehicles coming from the right side?",,,,Sollen Sie als Straßenbahn bei der mit diesem Zeichen ausgeschilderten Kreuzung den von rechts kommenden Kfz die Vorfahrt gewähren?,,,,N,7A3104.jpg,PODSTAWOWY,3,PT,P4,,,,,,,,
6977,"Czy kierując tramwajem i zbliżając się do skrzyżowania oznaczonego tym znakiem, masz obowiązek ustąpić pierwszeństwa pojazdom silnikowym nadjeżdżającym z lewej strony?",,,,"You are driving a tram and approaching an intersection marked with this sign, are you obliged to give way to motor vehicles coming from the left side?",,,,Sollen Sie als Straßenbahn bei der mit diesem Zeichen ausgeschilderten Kreuzung den von links kommenden Kfz die Vorfahrt gewähren?,,,,N,7A3150.jpg,PODSTAWOWY,3,PT,P4,,,,,,,,
6978,Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?,,,,"In this situation, do you have priority over vehicles approaching from the right side?",,,,Haben Sie Vorfahrt vor dem von rechts kommenden Fahrzeug?,,,,T,7A3250.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6979,Czy w tej sytuacji powinieneś ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?,,,,"Should you in this situation, yield the right of way to vehicles approaching from the right side?",,,,Sollen Sie in diesem Fall die Vorfahrt dem von rechts kommenden Fahrzeug gewähren?,,,,N,7A3251.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6980,Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?,,,,"In this situation, are you obliged to yield the right of way to the vehicle coming from the right?",,,,Sollen Sie in diesem Fall die Vorfahrt dem von rechts kommenden Fahrzeug gewähren?,,,,N,7A3252.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6981,Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?,,,,"In this situation, do you have priority over the vehicle approaching from the right side?",,,,Haben Sie in diesem Fall Vorfahrt vor dem von rechts kommenden Fahrzeug?,,,,T,7A3253.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6982,Czy w tej sytuacji masz pierwszeństwo przed pojazdami poruszającymi się drogą poprzeczną?,,,,"In this situation, do you have priority over vehicles travelling on the transverse road?",,,,Haben Sie in diesem Fall Vorfahrt vor den auf der Querstraße fahrenden Fahrzeugen?,,,,N,7A3254.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6983,Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdom poruszającym się drogą poprzeczną?,,,,"In this situation, are you obliged to yield the right of way to vehicles travelling on the transverse road?",,,,Sollen Sie in diesem Fall die Vorfahrt den auf der Querstraße fahrenden Fahrzeugen gewähren?,,,,T,7A3255.wmv,PODSTAWOWY,3,PT,P5,,,,,,,,
6984,Czy w tej sytuacji powinieneś zatrzymać się bezpośrednio przed sygnalizatorem nie zwracając uwagi na odbywający się ruch pojazdów po jezdni?,,,,"In this situation, should you stop immediately before the signaling device without paying attention to the vehicle traffic on the road?",,,,"Sollen Sie in diesem Fall direkt vor der Ampel anhalten, ohne auf den stattfindenden Verkehr auf der Straße zu achten?",,,,N,7A3302.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6985,Czy w tej sytuacji masz prawo wjechać na skrzyżowanie?,,,,"In this situation, are you allowed to enter the intersection?",,,,Dürfen Sie in dieser Situation die Kreuzung befahren?,,,,T,7A3350.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6986,Czy w tej sytuacji masz obowiązek zatrzymać się przed sygnalizatorem?,,,,"In this situation, are you obliged to stop before the traffic signal?",,,,Sollen Sie in dieser Situation vor der Ampel anhalten?,,,,N,7A3351.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6987,Czy w tej sytuacji masz prawo wjechać za sygnalizator?,,,,"In this situation, are you obliged to enter beyond the traffic signal?",,,,Dürfen Sie in dieser Situation hinter die Ampel fahren?,,,,N,7A3352.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6988,Czy w tej sytuacji masz prawo opuścić skrzyżowanie bez zatrzymania?,,,,"In this situation, are you allowed to leave the intersection without stopping?",,,,Dürfen Sie in dieser Situation die Kreuzung ohne Anhalten verlassen?,,,,T,7A3353.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6989,"Czy w tej sytuacji, zamierzając skręcić w lewo, masz prawo wjechać za sygnalizator?",,,,"In this situation, intending toturn left, are you allowed to enter beyond the traffic signal?",,,,"Dürfen Sie in dieser Situation hinter die Ampel fahren, wenn Sie links abbiegen möchten?",,,,N,7A3354.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6991,Czy w tej sytuacji masz prawo wjechać za sygnalizator?,,,,"In this situation, are you allowed to enter beyond the traffic signal?",,,,Dürfen Sie in dieser Situation hinter die Ampel fahren?,,,,N,7A3357.wmv,PODSTAWOWY,3,PT,P6,,,,,,,,
6992,Czy widząc taką postawę policjanta kierującego ruchem możesz wjechać na skrzyżowanie?,,,,"If you see such a posturę of the traffic control police oficer, can you enter the intersection?",,,,Dürfen Sie bei dieser Körperhaltung des den Verkehr lenkenden Polizisten in die Kreuzung einfahren?,,,,N,7A3450.jpg,PODSTAWOWY,3,PT,P7,,,,,,,,
